,URLs
41,https://www.sebi.gov.in/enforcement/orders/apr-2013/adjudication-order-in-respect-of-m-s-chisel-and-hammer-model-limited_24677.html
42,https://www.sebi.gov.in/enforcement/orders/apr-2013/adjudication-order-in-respect-of-m-s-solitaire-machine-tools-limited_24678.html
43,https://www.sebi.gov.in/enforcement/orders/apr-2013/adjudication-order-in-respect-of-m-s-universal-office-automation-ltd-_24675.html
44,https://www.sebi.gov.in/enforcement/orders/apr-2013/adjudication-order-in-respect-of-finquest-securities-pvt-ltd-in-the-matter-of-bank-of-rajasthan-ltd_24656.html
45,https://www.sebi.gov.in/enforcement/orders/apr-2013/adjudication-order-in-respect-of-usha-india-limited_24645.html
46,https://www.sebi.gov.in/enforcement/orders/apr-2013/adjudication-order-against-rotomac-global-pvt-ltd-in-the-matter-of-flawless-diamond-india-ltd_24629.html
47,https://www.sebi.gov.in/enforcement/orders/apr-2013/adjudication-order-in-respect-of-kusum-d-rathod-in-the-matter-of-eltrol-ltd-_24616.html
48,https://www.sebi.gov.in/enforcement/orders/apr-2013/adjudication-order-in-respect-of-viral-c-shah-in-the-matter-of-eltrol-ltd-_24614.html
49,https://www.sebi.gov.in/enforcement/orders/apr-2013/adjudication-order-in-respect-of-ashwin-d-doshi-in-the-matter-of-eltrol-ltd-_24613.html
50,https://www.sebi.gov.in/enforcement/orders/apr-2013/adjudication-order-in-respect-of-mangalaben-a-doshi-in-the-matter-of-eltrol-ltd_24617.html
51,https://www.sebi.gov.in/enforcement/orders/apr-2013/adjudication-order-in-respect-of-tarun-v-shah-in-the-matter-of-eltrol-ltd-_24615.html
52,https://www.sebi.gov.in/enforcement/orders/apr-2013/adjudication-order-against-m-s-arcadia-share-and-stock-brokers-pvt-ltd-in-the-matter-of-synchronized-trading-by-connected-persons_24607.html
53,https://www.sebi.gov.in/enforcement/orders/apr-2013/adjudication-order-against-m-s-kantilal-chaganlal-securities-ltd-in-the-matter-of-synchronized-trading-by-connected-persons_24606.html
54,https://www.sebi.gov.in/enforcement/orders/apr-2013/adjudication-order-against-m-s-dhampure-speciality-sugars-ltd_24599.html
55,https://www.sebi.gov.in/enforcement/orders/apr-2013/adjudication-order-against-shri-manoj-h-modi-and-smt-smita-m-modi-in-the-matter-of-indian-petrochemicals-corp-ltd_24600.html
56,https://www.sebi.gov.in/enforcement/orders/apr-2013/corrigendum-to-adjudication-order-no-ead-2-ao-113-123-2012-dated-december-31-2012_24570.html
57,https://www.sebi.gov.in/enforcement/orders/apr-2013/adjudication-order-against-shri-saurabh-c-shah-and-shri-mital-c-shah-in-the-matter-of-trading-in-uti-sunder-etf_24572.html
58,https://www.sebi.gov.in/enforcement/orders/mar-2013/adjudication-order-against-shri-ashishkumar-v-patel-in-the-matter-of-trading-in-uti-sunder-etf_24544.html
59,https://www.sebi.gov.in/enforcement/orders/mar-2013/adjudication-order-against-shri-keyur-jagdishbhai-kakrecha-in-the-matter-of-trading-in-uti-sunder-etf_24535.html
60,https://www.sebi.gov.in/enforcement/orders/mar-2013/adjudication-order-against-shri-mohammad-sadik-abdulkader-malek-in-the-matter-of-trading-in-uti-sunder-etf_24534.html
61,https://www.sebi.gov.in/enforcement/orders/mar-2013/adjudication-order-against-shri-nirmal-kotecha-in-the-matter-of-sel-manufacturing-co-ltd_24546.html
62,https://www.sebi.gov.in/enforcement/orders/mar-2013/adjudication-order-against-vitro-commodities-private-limited-in-the-matter-of-gee-limited_24545.html
63,https://www.sebi.gov.in/enforcement/orders/mar-2013/adjudication-order-in-respect-of-axis-bank-limited-in-the-matter-of-ksk-energy-venture-limited-and-bombay-rayons-fashion-limited_24547.html
64,https://www.sebi.gov.in/enforcement/orders/mar-2013/adjudication-order-in-respect-of-eswaran-annamalai-in-the-matter-of-m-s-gemini-communication-limited_24566.html
65,https://www.sebi.gov.in/enforcement/orders/mar-2013/adjudication-order-in-respect-of-spark-derivatives-and-securities-pvt-ltd-in-the-matter-of-m-s-maytas-infra-ltd-now-ilandfs-engineering-and-construction-co-ltd-_24541.html
66,https://www.sebi.gov.in/enforcement/orders/mar-2013/adjudication-order-in-respect-of-sreevasan-ramakrishnan-in-the-matter-of-m-s-maytas-infra-ltd-now-ilandfs-engineering-and-construction-co-ltd-_24539.html
67,https://www.sebi.gov.in/enforcement/orders/mar-2013/adjudication-order-in-respect-of-vinay-mishra-in-the-matter-of-m-s-maytas-infra-ltd-now-ilandfs-engineering-and-construction-co-ltd-_24540.html
68,https://www.sebi.gov.in/enforcement/orders/mar-2013/adjudication-order-in-respect-to-mr-ashish-patel-in-the-matter-of-radhe-developers-india-ltd-_24533.html
69,https://www.sebi.gov.in/enforcement/orders/mar-2013/adjudication-order-in-respect-to-radhe-developers-india-ltd-mr-ashish-patel-mr-milan-patel-and-mr-praful-patel-_24536.html
70,https://www.sebi.gov.in/enforcement/orders/mar-2013/adjudication-order-march-28-2013-in-respect-of-m-s-everlon-synthetics-ltd-in-the-matter-of-non-obtaining-of-scores-authentication_24558.html
71,https://www.sebi.gov.in/enforcement/orders/mar-2013/adjudication-order-march-28-2013-in-respect-of-m-s-shreejal-info-hubs-ltd-in-the-matter-of-non-obtaining-of-scores-authentication_24557.html
72,https://www.sebi.gov.in/enforcement/orders/mar-2013/adjudication-order-march-28-2013-in-respect-of-m-s-vardhman-concrete-ltd-in-the-matter-of-non-obtaining-of-scores-authentication_24559.html
73,https://www.sebi.gov.in/enforcement/orders/mar-2013/adjudication-order-march-28-2013-in-respect-of-shakti-press-ltd-in-the-matter-of-non-obtaining-of-scores-authentication_24556.html
74,https://www.sebi.gov.in/enforcement/orders/mar-2013/adjudication-order-in-respect-of-rose-valley-real-estates-and-constructions-limited_24526.html
75,https://www.sebi.gov.in/enforcement/orders/mar-2013/adjudication-order-against-natraj-financial-and-services-ltd-_24523.html
76,https://www.sebi.gov.in/enforcement/orders/mar-2013/adjudication-order-against-shri-prem-chand-batra-in-the-matter-of-issuance-of-fictitious-contract-notes_24502.html
77,https://www.sebi.gov.in/enforcement/orders/mar-2013/adjudication-order-in-respect-of-bharath-chandan-in-the-matter-of-sanguine-media-limited_24498.html
78,https://www.sebi.gov.in/enforcement/orders/mar-2013/adjudication-order-against-ms-manjula-jain-mr-umesh-kumar-thaker-jinprabh-securities-pvt-ltd-and-sil-leasing-and-industrial-finance-pvt-ltd-in-the-matter-of-t-spiritual-world-ltd-_24461.html
79,https://www.sebi.gov.in/enforcement/orders/mar-2013/adjudication-order-against-ganon-trading-and-finance-company-ltd_24459.html
80,https://www.sebi.gov.in/enforcement/orders/mar-2013/adjudication-order-in-respect-of-mr-mukesh-saboo-in-the-matter-of-fact-enterprises-ltd_24458.html
81,https://www.sebi.gov.in/enforcement/orders/mar-2013/adjudication-order-against-isf-securities-ltd-and-vishwas-securities-limited-in-the-matter-of-exedy-india-limited_24441.html
82,https://www.sebi.gov.in/enforcement/orders/mar-2013/adjudication-order-in-respect-of-mr-p-s-saminathan-in-the-matter-of-pyramid-saimira-theatre-limited_24442.html
83,https://www.sebi.gov.in/enforcement/orders/mar-2013/adjudication-order-against-shri-bhavesh-jain-and-shri-rakesh-jain-in-the-matter-of-synchronized-trades-by-connected-persons_24443.html
84,https://www.sebi.gov.in/enforcement/orders/mar-2013/adjudication-order-against-shri-jitendra-kumar-jain-in-the-matter-of-synchronized-trades-by-connected-persons-_24422.html
85,https://www.sebi.gov.in/enforcement/orders/mar-2013/adjudication-order-in-respect-of-p-s-saminathan-in-the-matter-of-pyramid-saimira-theatre-limited_24423.html
86,https://www.sebi.gov.in/enforcement/orders/mar-2013/adjudication-order-against-m-s-sainath-herbal-care-marketing-pvt-ltd-in-the-matter-of-quintegra-solutions-ltd_24410.html
87,https://www.sebi.gov.in/enforcement/orders/mar-2013/adjudication-order-against-ms-hemlata-ramesh-hankare-in-the-matter-of-synchronized-trades-by-connected-persons_24415.html
88,https://www.sebi.gov.in/enforcement/orders/mar-2013/adjudication-order-in-respect-of-dhaval-a-mehta-in-the-matter-of-non-compliance-of-sebi-s-wtm-order-dated-31-10-2008_24409.html
89,https://www.sebi.gov.in/enforcement/orders/mar-2013/adjudication-order-in-respect-of-1-scope-vyapar-private-limited-2-signet-vinimay-private-limited-3-sankalp-vincom-private-limited-4-runicha-merchants-private-limited-5-anushree-trade-link-priva-_24404.html
90,https://www.sebi.gov.in/enforcement/orders/mar-2013/adjudication-order-in-respect-of-sanjay-bajranglal-sharma-in-the-matter-of-mtz-polyfilms-limited-_24401.html
91,https://www.sebi.gov.in/enforcement/orders/feb-2013/adjudication-order-against-khushi-distributors-private-limited-in-the-matter-of-dealings-of-sanjay-dangi-and-other-entities-in-various-scrips_24386.html
92,https://www.sebi.gov.in/enforcement/orders/feb-2013/adjudication-order-against-parag-vanijya-private-limited-in-the-matter-of-dealings-of-sanjay-dangi-and-other-entities-in-various-scrips_24384.html
93,https://www.sebi.gov.in/enforcement/orders/feb-2013/adjudication-order-against-raxon-motor-finance-private-limited-in-the-matter-ofdealings-of-sanjay-dangi-and-other-entities-in-various-scrips_24387.html
94,https://www.sebi.gov.in/enforcement/orders/feb-2013/adjudication-order-against-shri-kapil-bhuptani-in-the-matter-of-era-constructions-india-ltd-_24383.html
95,https://www.sebi.gov.in/enforcement/orders/feb-2013/adjudication-order-against-shri-sunil-purohit-in-the-matter-of-era-constructions-india-ltd_24385.html
96,https://www.sebi.gov.in/enforcement/orders/feb-2013/adjudication-order-in-respect-of-lucky-holdings-private-limited-merged-entity-of-sagar-fintrade-pvt-ltd-in-the-matter-of-dealings-of-sanjay-dangi-and-other-entities-in-various-scrips_24393.html
97,https://www.sebi.gov.in/enforcement/orders/feb-2013/adjudication-order-in-respect-of-raji-raju-in-the-matter-of-m-s-maytas-infra-ltd-now-ilandfs-engineering-and-construction-co-ltd-_24402.html
98,https://www.sebi.gov.in/enforcement/orders/feb-2013/adjudication-order-in-respect-of-raju-venkatraman-in-the-matter-of-m-s-maytas-infra-ltd-now-ilandfs-engineering-and-construction-co-ltd-_24403.html
99,https://www.sebi.gov.in/enforcement/orders/feb-2013/adjudication-order-in-respect-of-ms-priyadarshana-gothi-in-the-matter-of-m-s-gothi-plascon-india-ltd_24372.html
100,https://www.sebi.gov.in/enforcement/orders/feb-2013/adjudication-order-in-respect-of-sanjeev-sharma-in-the-matter-of-bank-of-rajasthan-ltd-_24328.html
101,https://www.sebi.gov.in/enforcement/orders/feb-2013/adjudication-order-against-shri-dhrenendra-shah-in-the-matter-of-veer-energy-infrastructure-limited_24321.html
102,https://www.sebi.gov.in/enforcement/orders/feb-2013/adjudication-order-against-shri-jigar-jaswantilal-shah-in-the-matter-of-veer-energy-infrastructure-limited_24322.html
103,https://www.sebi.gov.in/enforcement/orders/feb-2013/adjudication-order-against-shri-shadilal-chopra-in-the-matter-of-atlanta-limited_24329.html
104,https://www.sebi.gov.in/enforcement/orders/feb-2013/adjudication-order-in-respect-of-dilip-shankar-kapre-in-the-matter-of-bank-of-rajasthan-ltd-_24327.html
105,https://www.sebi.gov.in/enforcement/orders/feb-2013/adjudication-order-in-respect-of-naresh-chandra-sharma-in-the-matter-of-bank-of-rajasthan-ltd-_24324.html
106,https://www.sebi.gov.in/enforcement/orders/feb-2013/adjudication-order-in-respect-of-rajshekhar-shankar-ganigar-in-the-matter-of-bank-of-rajasthan-ltd-_24325.html
107,https://www.sebi.gov.in/enforcement/orders/feb-2013/adjudication-order-in-respect-of-manmohan-balbir-ahluwalia-in-the-matter-of-bank-of-rajasthan-ltd-_24326.html
108,https://www.sebi.gov.in/enforcement/orders/feb-2013/adjudication-order-in-respect-of-ashok-singh-in-the-matter-of-bank-of-rajasthan-ltd-_24312.html
109,https://www.sebi.gov.in/enforcement/orders/feb-2013/adjudication-order-in-respect-of-satyendra-srivastava-in-the-matter-of-bank-of-rajasthan-ltd-_24314.html
110,https://www.sebi.gov.in/enforcement/orders/feb-2013/adjudication-order-in-respect-of-sudhir-kr-srivastava-in-the-matter-of-bank-of-rajasthan-ltd-_24313.html
111,https://www.sebi.gov.in/enforcement/orders/feb-2013/adjudication-order-in-respect-of-balwinder-singh-in-the-matter-of-ind-swift-laboratories-ltd-_24315.html
112,https://www.sebi.gov.in/enforcement/orders/feb-2013/adjudication-order-in-respect-of-gmr-holdings-pvt-ltd-in-the-matter-of-gmr-industries-ltd_24311.html
113,https://www.sebi.gov.in/enforcement/orders/feb-2013/adjudication-order-against-jmp-securities-pvt-ltd-in-the-matter-of-wockhardt-limited_24300.html
114,https://www.sebi.gov.in/enforcement/orders/feb-2013/adjudication-order-in-respect-of-118-entities-in-the-matter-of-bank-of-rajasthan-ltd-_24298.html
115,https://www.sebi.gov.in/enforcement/orders/feb-2013/adjudication-order-against-sterling-holiday-resorts-india-ltd-_24284.html
116,https://www.sebi.gov.in/enforcement/orders/feb-2013/adjudication-order-against-m-s-s-p-j-stock-brokers-pvt-ltd-in-the-matter-of-adani-exports-ltd_24283.html
117,https://www.sebi.gov.in/enforcement/orders/feb-2013/adjudication-order-in-respect-of-prakash-industries-limited-in-the-matter-of-prakash-industries-limited_24270.html
118,https://www.sebi.gov.in/enforcement/orders/feb-2013/adjudication-order-in-respect-of-i-mr-giriraj-kishore-agarwal-ii-m-s-kushal-software-ltd-presently-m-s-octant-industies-ltd-iii-m-s-kushagra-software-ltd-presently-m-s-concurrent-ind-_24251.html
119,https://www.sebi.gov.in/enforcement/orders/jan-2013/adjudication-order-against-shri-devang-d-master-in-the-matter-of-empower-industries-india-ltd-_24240.html
120,https://www.sebi.gov.in/enforcement/orders/jan-2013/adjudication-order-against-shri-sanwarmal-agarwal-in-the-matter-of-gee-ltd_24244.html
121,https://www.sebi.gov.in/enforcement/orders/jan-2013/adjudication-order-against-shri-shankarlal-agarwal-in-the-matter-of-gee-ltd-_24242.html
122,https://www.sebi.gov.in/enforcement/orders/jan-2013/adjudication-order-against-vidya-finvest-ltd-in-the-matter-of-gee-ltd-_24243.html
123,https://www.sebi.gov.in/enforcement/orders/jan-2013/adjudication-order-in-respect-of-mr-vinit-kumar-in-the-matter-of-kohinoor-foods-limited-_24241.html
124,https://www.sebi.gov.in/enforcement/orders/jan-2013/adjudication-order-against-minal-industries-limited_24215.html
125,https://www.sebi.gov.in/enforcement/orders/jan-2013/adjudication-order-against-shri-nilesh-kothari-in-the-matter-of-empower-industries-india-ltd-_24220.html
126,https://www.sebi.gov.in/enforcement/orders/jan-2013/adjudication-order-against-shri-nilesh-kothari-in-the-matter-of-empower-industries-india-ltd-_24221.html
127,https://www.sebi.gov.in/enforcement/orders/jan-2013/adjudication-order-in-respect-of-dinesh-saini-in-the-matter-of-bank-of-rajasthan-ltd-_24216.html
128,https://www.sebi.gov.in/enforcement/orders/jan-2013/adjudication-order-in-respect-of-basukinath-highrise-private-limited-in-the-matter-of-dealings-of-sanjay-dangi-and-other-entities-in-various-scrips_24248.html
129,https://www.sebi.gov.in/enforcement/orders/jan-2013/adjudication-order-in-respect-of-ragini-merchants-private-limited-in-the-matter-of-dealings-of-sanjay-dangi-and-other-entities-in-various-scrips_24250.html
130,https://www.sebi.gov.in/enforcement/orders/jan-2013/adjudication-order-in-respect-of-techbuild-impex-private-limited-in-the-matter-of-dealings-of-sanjay-dangi-and-other-entities-in-various-scrips_24249.html
131,https://www.sebi.gov.in/enforcement/orders/jan-2013/adjudication-order-in-respect-of-sunita-gupta-in-the-matter-of-sumeet-industries-ltd-_24204.html
132,https://www.sebi.gov.in/enforcement/orders/jan-2013/order-in-respect-of-mr-piyush-shah-in-the-matter-of-m-s-betala-global-securities-ltd_24194.html
133,https://www.sebi.gov.in/enforcement/orders/jan-2013/order-in-respect-of-mrs-dimple-shah-in-the-matter-of-m-s-betala-global-securities-ltd_24195.html
134,https://www.sebi.gov.in/enforcement/orders/jan-2013/adjudication-order-against-raj-investments-limited-in-the-matter-of-global-boards-limited_24191.html
135,https://www.sebi.gov.in/enforcement/orders/jan-2013/adjudication-order-in-respect-of-mr-c-r-rajesh-nair-in-the-matter-of-sigrun-holdings-ltd-_24182.html
136,https://www.sebi.gov.in/enforcement/orders/jan-2013/adjudication-order-in-respect-of-temptation-foods-limited-in-the-matter-of-kohinoor-foods-limited_24169.html
137,https://www.sebi.gov.in/enforcement/orders/jan-2013/adjudication-order-in-respect-of-venture-business-advisers-p-ltd-in-the-matter-of-kohinoor-foods-limited-_24170.html
138,https://www.sebi.gov.in/enforcement/orders/jan-2013/adjudication-order-against-shri-bimal-kumar-agarwal-in-the-matter-of-associated-cereals-limited_24156.html
139,https://www.sebi.gov.in/enforcement/orders/jan-2013/adjudication-order-in-respect-of-rich-universe-network-ltd-shashwat-agarwal-rajeev-agarwal-sanjay-gupta-dhrupesh-shah-k-k-agarwal-in-the-matter-of-rich-universe-network-ltd-_24155.html
140,https://www.sebi.gov.in/enforcement/orders/jan-2013/adjudication-order-against-shri-v-s-sundararaman-in-the-matter-of-un-registered-sub-broking-activities_24143.html
141,https://www.sebi.gov.in/enforcement/orders/jan-2013/order-against-mr-sonal-nitin-somani-mr-nitin-somani-in-the-matter-of-m-s-hasti-finance-ltd_24139.html
142,https://www.sebi.gov.in/enforcement/orders/jan-2013/order-against-mr-suresh-chand-surana-mr-dilip-chand-surana-ms-anju-devi-suranain-the-matter-of-m-s-hasti-finance-ltd_24138.html
143,https://www.sebi.gov.in/enforcement/orders/jan-2013/order-in-the-matter-of-m-s-hasti-finance-ltd_24140.html
144,https://www.sebi.gov.in/enforcement/orders/jan-2013/adjudication-order-against-m-s-triveni-management-consultancy-services-limited_24117.html
145,https://www.sebi.gov.in/enforcement/orders/jan-2013/adjudication-order-against-shri-a-b-satyavas-reddy-in-the-matter-of-bartronics-india-limited_24116.html
146,https://www.sebi.gov.in/enforcement/orders/jan-2013/adjudication-order-in-respect-of-rotomac-global-pvt-ltd-in-the-matter-of-flawless-diamonds-india-ltd-_24110.html
147,https://www.sebi.gov.in/enforcement/orders/jan-2013/adjudication-order-against-shri-om-prakash-gupta-ms-shakuntala-gupta-ms-neeru-gupta-and-ms-charu-gupta-in-the-matter-of-empower-industries-india-ltd-_24107.html
148,https://www.sebi.gov.in/enforcement/orders/jan-2013/adjudication-order-against-shri-ashok-bhagat-in-the-matter-of-empower-industries-india-ltd-_24061.html
149,https://www.sebi.gov.in/enforcement/orders/dec-2012/adjduciation-order-in-respect-of-namokar-consultants-private-limited-in-the-matter-of-dealings-of-sanjay-dangi-and-other-entities-in-various-scrips_24073.html
150,https://www.sebi.gov.in/enforcement/orders/dec-2012/adjudication-order-against-ms-shila-suryavanshi-in-the-matter-of-empower-industries-india-ltd-_24044.html
151,https://www.sebi.gov.in/enforcement/orders/dec-2012/adjudication-order-against-rei-agro-limited_24049.html
152,https://www.sebi.gov.in/enforcement/orders/dec-2012/adjudication-order-against-shri-prakash-d-souza-in-the-matter-of-empower-industries-india-ltd-_24043.html
153,https://www.sebi.gov.in/enforcement/orders/dec-2012/adjudication-order-against-shri-prasad-tandel-in-the-matter-of-empower-industries-india-ltd-_24042.html
154,https://www.sebi.gov.in/enforcement/orders/dec-2012/adjudication-order-against-shri-vithalbhai-gajera-in-the-matter-of-empower-industries-india-ltd-_24041.html
155,https://www.sebi.gov.in/enforcement/orders/dec-2012/adjudication-order-against-smt-kaushalya-devi-jhunjhunwala-smt-sangita-jhunjhunwala-smt-suruchi-jhunjhunwala-harrington-commercial-pvt-ltd-rajkamal-marketing-pvt-ltd-rakhsha-financiers-pvt-l-_24050.html
156,https://www.sebi.gov.in/enforcement/orders/dec-2012/adjudication-order-in-respect-of-kusum-deepak-rathod-in-the-matter-of-eltrol-ltd-_24055.html
157,https://www.sebi.gov.in/enforcement/orders/dec-2012/adjudication-order-in-respect-of-tarun-v-shah-in-the-matter-of-eltrol-ltd-_24054.html
158,https://www.sebi.gov.in/enforcement/orders/dec-2012/adjudication-order-in-respect-of-ashwin-d-doshi-in-the-matter-of-eltrol-ltd-_24053.html
159,https://www.sebi.gov.in/enforcement/orders/dec-2012/adjudication-order-in-respect-of-dhanesh-capital-services-limited-in-the-matter-of-dealings-of-sanjay-dangi-and-other-entities-in-various-scrips_24078.html
160,https://www.sebi.gov.in/enforcement/orders/dec-2012/adjudication-order-in-respect-of-fortune-commodeal-private-limited-in-the-matter-of-dealings-of-sanjay-dangi-and-other-entities-in-various-scrips_24077.html
161,https://www.sebi.gov.in/enforcement/orders/dec-2012/adjudication-order-in-respect-of-kalpataru-enclave-private-limited-in-the-matter-of-dealings-of-sanjay-dangi-and-other-entities-in-various-scrips_24070.html
162,https://www.sebi.gov.in/enforcement/orders/dec-2012/adjudication-order-in-respect-of-m-s-general-exports-and-credits-ltd-in-the-matter-of-ghcl-ltd-_24082.html
